"","name","price","ratings","reviews"
"32","Modway Edge Drafting Chair In Black Vinyl - Reception Desk Chair - Tall Office Chair For Adjustable Standing Desks - Flip-Up Arm Drafting Table Chair","$84.58","4.2 out of 5 stars","2,778"
"33","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","$181.33","4.1 out of 5 stars","6,241"
"34","Takeda Corporation K0-CZ37NV Folding Floor Chair, Navy, 14.6 x 18.9 x 16.1 inches (37 x 48 x 41 cm), Compact Chair","$143.56","3.3 out of 5 stars","347"
"35","Flash Furniture Mid-Back Black Mesh Multifunction Executive Swivel Ergonomic Office Chair with Adjustable Arms","$119.72","4.2 out of 5 stars","2,800"
"36","Nitori LBR 4011983 Rotating Dining Chair Ropia 2","$344.65","4.4 out of 5 stars","2"
"37","BestOffice Home Office Chair Ergonomic Desk Chair Mesh Computer Chair with Lumbar Support Armrest Executive Rolling Swivel Adjustable Mid Back Task Chair for Women Adults (Grey)","$71.25","4.2 out of 5 stars","682"
"38","FDW (Factory Direct Wholesale) OC1688-White Gaming Chair Ergonomic Design Footrest, Headrest, Lumbar Support, Adjustable, High Back 21.3 x 26.4 x 53.7 inches (54.1 x 67.06 x 134.1 cm)","$121.47","4.2 out of 5 stars","6"
"39","Yamazen EHL-50(WH/BK) Office Chair with Mesh Back Lumbar Support, White","$223.20","4.5 out of 5 stars","11"
"40","Itoki Salida Castle Pumpkin Desk Chair (One Piece, Natural Wooden Legs, 5 Colors to Choose from / 360° Rotation, 40 mm Seat Top Elevation, Carefully Mirror Finish, Fabric, Easy Assembly","$305.64","3.6 out of 5 stars","3,520"
"41","Takeda Corporation TRK-TC2BK Folding Floor Chair, Convenient to Carry, Black, 15.7 x 15.4 x 18.1 inches (40 x 39 x 46 cm), Memory Foam Compact Floor Chair","$203.42","3.4 out of 5 stars","415"
"42","Doshisha GSM-BL Office Chair, Breathable, Mesh, Stylish Chair, Blue","$164.30","4.2 out of 5 stars",NA
"43","Koizumi KDC-200BKNB Study Chair BK/Navy Size (W x D x H): 16.3 x 19.3 x 21.3 x 29.5 inches (413 x 490-540 x 750 mm) SH440, 470, 500, 20.9 inches (530 mm) (Outer Dimensions) Wooden Square Chair,","$134.49","4.3 out of 5 stars",NA
"44","Set of 4 Kids Plastic Pink Chair Up to 100KG",NA,"4.7 out of 5 stars",NA
"45","Koizumi FLC-399WOIV Study Chair, W17.3 x D19.5-22.8 x H30.2 inches (434 x 495-576 x 76 mm), Faris Chair, Walnut x Ivory Color",NA,"4 Stars & Up",NA
