"","name","price","ratings","reviews"
"17","Sanwa Supply SNC-A1BK Office Chair/Desk Chair, Polypropylene, Black","$79.49","4.5 out of 5 stars","5"
"18","Stroke 8'' Gas Lift Cylinder Replacement Pneumatic Chair Part Heavy Duty Steel Case Universal Size Height Extension for Office Stool Chair","$3.00","4.2 out of 5 stars","14"
"19","Fractional","$219.69","4.1 out of 5 stars","9"
"20","Flash Furniture Clayton 360 Degree Swivel Task Chair, Gray, Midback, Vinyl Upholstery, Tufted Back","$132.94","4.5 out of 5 stars","1"
"21","CSPU-IV Desk Chair with a Compact Design That Wraps Around Your Back and is Comfortable Even When Working for Long Periods of time","$137.79","3.6 out of 5 stars","17"
"22","Doshisha HDCH-BR Dining Chair Elbow Desk Chair Rotatable, Stylish, Cute, Lever Lift Type, Compact, Synthetic Leather, Thick Cushion, Won't Hurt Your Butt, Tired, Office Chair, Brown, Brown","$132.56","4.1 out of 5 stars","23"
"23","Iris Plaza DFC-600PK Fabric Chair with Armrests, Curved Silhouette Design That Fits The Body, One-Touch Lifting Lever with Casters, Pink","$248.65","3.0 out of 5 stars","1"
"24","Sentiment Home Office Desk Chair, Computer Chair, Executive Chair, Modern Chair, Blue, Lumbar Support, Big & Tall Type, Mesh","$248.65","4.2 out of 5 stars","363"
"25","FDW (Factory Direct Wholesale) Computer Chair, Ergonomic Design, Mesh, Lumbar Support, Flip-up Type, Mid Back, Black and Blue","$102.69","4.1 out of 5 stars","157"
"26","Camping Chair, Outdoor Chair, Wood Chair, Foldable, Compact, Chair, Storage Bag Included","$72.73","5.0 out of 5 stars","162"
"27","ergohuman2 Jacket Hanger for Office Chair Frame: Black (Compatible Models: EHP2-LPL/EHP2-HAM/EHP2-LAM)","$336.27","4.3 out of 5 stars","2,661"
"28","Flash Furniture Whitney Executive Swivel Office Chair, Gray, Soft Leather, Mid Back, Chrome Frame, Swivel Arm Chair","$104.68","4.2 out of 5 stars","89"
"29","Nakabayashi RZC-273BK Antibacterial Leather Office Chair Desk Chair Black","$195.72","4.4 out of 5 stars","25"
"30","Yamazen HLD-63(WH) Chair, PC Chair, Work Chair, Office Chair, with Casters, Width 26.0 x Depth 21.5 x Height 32.7-35.8 inches (66 x 54.5 x 83-90.5 cm), Assembly, White","$340.80","4.2 out of 5 stars","118"
"31","Flash Furniture Kelista Rotating Task Office Chair, Blue, Mesh, Mid Back, Ergonomic Flip-up Arm Included","$87.47","4.4 out of 5 stars","768"
"32","SANWA Supply SNC-ECO3GYN OA Chair: Gray","$148.04","3.5 out of 5 stars","198"
"33","Sanwa Supply SNC-NET14ABK Desk Chair OA Chair Black","$330.82","3.8 out of 5 stars","1,870"
"34","OffiClever Home Office Chair, Computer Chair, Blue, Ergonomic Design, Mesh, Mid Back, with Casters, Lumbar Support, Armrests, Adjustable, Executive, Unisex","$240.15","4.0 out of 5 stars","90"
"35","Modway Veer Drafting Stool-Chair (26L x 26W x 49.5H) Gray","$203.00","4.3 out of 5 stars","174"
"36","Flash Furniture Low Back Designer Armless Ribbed Swivel Task Office Chair, Foam Metal Plastic, Tan Vinyl/Chrome Frame, Set of 1","$390.77","4.1 out of 5 stars","44"
"37","Nakabayashi 87424 Fabric Pocket Coil Chair, Brown","$194.60","3.9 out of 5 stars","485"
"38","Flash Furniture Mid-Back Black Leather Executive Wood Office Chair","$174.08","4.1 out of 5 stars",NA
"39","Iris Plaza H-8800L Office Chair, High Back, Stepless Reclining, 170° Leather, Footrest, Thick Cushion, Lumbar Support, Stepless Elevation, Brown","$155.79","4.3 out of 5 stars",NA
"40","Armen Living LCJUOFCHBL Office Chair, Modern Chair, Black, Back Walnut Veneer, Chrome Plating, Julian","$217.36","4.5 out of 5 stars",NA
"41","Gart Godeau Desk Chair, Navy, Width 23.6 inches (60 cm)","$210.15","4 Stars & Up",NA
"42","BestOffice Drafting Chair Tall Office Chair Adjustable Height with Lumbar Support Arms Footrest Mid Back Desk Chair Swivel Rolling Mesh Computer Chair for Adults Standing Desk Drafting Stool(Black)","$183.31","3 Stars & Up",NA
"43","Flash Furniture Ronald Mid-Back Black LeatherSoft Swivel Ergonomic Task Office Chair with Back Depth Adjustment","$210.17","2 Stars & Up",NA
"44","Flash Furniture Reception/Office Side Chair, Black Soft Leather, W 29.1 x D 31.1 x H 41.7 inches (74 x 79 x 106 cm)","$153.42","1 Star & Up",NA
"45","Modway Jive Mid Back Office Chair, Black","$163.61",NA,NA
